Connection Count,Handshake Duration (s),Version 1 Timestamp (s),Version 1 Bytes,Version 2 Timestamp (s),Version 2 Bytes,Verack 1 Timestamp (s),Verack 1 Bytes,Verack 2 Timestamp (s),Verack 2 Bytes
2353,0.035463809967041,1661036318.87717,242,1661036318.87884,242,1661036318.87901,90,1661036318.91263,90
2354,0.029882907867432,1661036319.74547,242,1661036319.74709,242,1661036319.7473,90,1661036319.77535,114
2355,0.029088020324707,1661036320.6101,242,1661036320.61175,242,1661036320.61203,90,1661036320.63918,90
2356,0.004937171936035,1661036322.69096,242,1661036322.69253,242,1661036322.69274,90,1661036322.6959,90
2357,0.025911808013916,1661036323.57149,242,1661036323.57311,242,1661036323.57335,90,1661036323.59741,90
2358,0.02711296081543,1661036324.44369,242,1661036324.44522,242,1661036324.44543,90,1661036324.4708,90
2359,0.00687313079834,1661036325.31463,242,1661036325.31623,242,1661036325.31638,90,1661036325.32151,90
2360,0.002853870391846,1661036326.17966,242,1661036326.18132,242,1661036326.18149,90,1661036326.18252,90
2361,0.008727073669434,1661036327.0011,242,1661036327.00268,242,1661036327.00282,90,1661036327.00983,90
2362,0.045732975006104,1661036327.36963,242,1661036327.37123,242,1661036327.3714,90,1661036327.41536,90
2363,0.013704776763916,1661036328.22863,242,1661036328.23045,242,1661036328.23068,90,1661036328.24234,90
2364,0.00817608833313,1661036329.10659,242,1661036329.10833,242,1661036329.10854,90,1661036329.11477,90
2365,0.012272119522095,1661036329.96941,242,1661036329.97104,242,1661036329.97123,90,1661036329.98168,90
2366,0.022346019744873,1661036330.83663,242,1661036330.83822,242,1661036330.83835,90,1661036330.85898,90
2367,0.038226127624512,1661036331.71321,242,1661036331.7148,242,1661036331.71499,90,1661036331.75144,90
2368,0.027902126312256,1661036333.77699,242,1661036333.77862,242,1661036333.77882,90,1661036333.80489,90
2369,0.025126934051514,1661036334.6513,242,1661036334.65295,242,1661036334.65311,90,1661036334.67643,90
2370,0.050599098205567,1661036335.52948,242,1661036335.53114,242,1661036335.53133,90,1661036335.58008,114
2371,0.021384000778198,1661036336.40199,242,1661036336.40367,242,1661036336.40388,90,1661036336.42337,90
2372,0.034491062164307,1661036337.27158,242,1661036337.27328,242,1661036337.27352,90,1661036337.30607,90
2373,0.031615972518921,1661036338.05725,242,1661036338.05899,242,1661036338.05918,90,1661036338.08886,90
2374,0.097525835037232,1661036338.45483,242,1661036338.45646,242,1661036338.45661,90,1661036338.55236,90
2375,0.0295729637146,1661036339.33362,242,1661036339.3353,242,1661036339.33548,90,1661036339.36319,90
2376,0.050869941711426,1661036340.21409,242,1661036340.21569,242,1661036340.21587,90,1661036340.26496,114
2377,0.003063917160034,1661036341.08727,242,1661036341.08891,242,1661036341.08909,90,1661036341.09033,90
2378,0.025753021240234,1661036341.95292,242,1661036341.9545,242,1661036341.95476,114,1661036341.97867,90
2379,0.002970933914185,1661036342.81559,242,1661036342.81718,242,1661036342.81739,90,1661036342.81856,90
2380,0.050457000732422,1661036343.59622,242,1661036343.59783,242,1661036343.59799,114,1661036343.64668,90
2381,0.030225992202759,1661036344.01257,242,1661036344.01441,242,1661036344.01468,90,1661036344.04279,90
2382,0.043354034423828,1661036344.90027,242,1661036344.90235,242,1661036344.90264,90,1661036344.94362,90
2383,0.011395931243897,1661036345.76499,242,1661036345.76675,242,1661036345.76689,90,1661036345.77638,90
2384,0.012353181838989,1661036346.63339,242,1661036346.6351,242,1661036346.63525,90,1661036346.64574,90
2385,0.027022123336792,1661036347.50153,242,1661036347.50327,242,1661036347.50343,90,1661036347.52856,114
2386,0.027384996414185,1661036348.36656,242,1661036348.36825,242,1661036348.3684,90,1661036348.39395,90
2387,0.035691022872925,1661036349.10661,242,1661036349.10834,242,1661036349.10847,90,1661036349.1423,90
2388,0.01350998878479,1661036349.54867,242,1661036349.55033,242,1661036349.55048,90,1661036349.56218,90
2389,0.025634050369263,1661036350.40655,242,1661036350.40829,242,1661036350.40846,90,1661036350.43219,90
2390,0.042302846908569,1661036351.26692,242,1661036351.26863,242,1661036351.26878,90,1661036351.30922,114
2391,0.043735980987549,1661036352.12917,242,1661036352.13091,242,1661036352.13108,90,1661036352.17291,114
2392,0.045274019241333,1661036352.99222,242,1661036352.99401,242,1661036352.99421,90,1661036353.03749,114
2393,0.038244009017944,1661036353.85636,242,1661036353.85798,242,1661036353.85812,90,1661036353.89461,90
2394,0.035887956619263,1661036354.6327,242,1661036354.63444,242,1661036354.63452,90,1661036354.66859,90
2395,0.037448883056641,1661036355.06892,242,1661036355.07066,242,1661036355.07078,90,1661036355.10637,114
2396,0.055564165115357,1661036355.9386,242,1661036355.94048,242,1661036355.9406,90,1661036355.99417,90
2397,0.049077033996582,1661036356.80365,242,1661036356.80556,242,1661036356.80569,90,1661036356.85273,90
2398,0.003780126571655,1661036357.67086,242,1661036357.67277,242,1661036357.67297,90,1661036357.67464,90
2399,0.007282972335815,1661036358.52486,242,1661036358.52652,242,1661036358.52675,90,1661036358.53214,114
2400,0.049876928329468,1661036359.38502,242,1661036359.38675,242,1661036359.38691,90,1661036359.43489,114
2401,0.00858211517334,1661036360.14272,242,1661036360.1446,242,1661036360.14478,90,1661036360.1513,90
2402,0.032372951507568,1661036360.57623,242,1661036360.578,242,1661036360.57813,90,1661036360.6086,114
2403,0.020116090774536,1661036361.44081,242,1661036361.44252,242,1661036361.44272,90,1661036361.46093,90
2404,0.01749587059021,1661036362.3044,242,1661036362.30616,242,1661036362.30641,90,1661036362.32189,114
2405,0.039659023284912,1661036363.17843,242,1661036363.18013,242,1661036363.18038,90,1661036363.21809,90
2406,0.017857074737549,1661036364.04807,242,1661036364.04996,242,1661036364.05005,90,1661036364.06593,90
2407,0.050756931304932,1661036364.94527,242,1661036364.94692,242,1661036364.9471,90,1661036364.99602,90
2408,0.024781942367554,1661036365.69039,242,1661036365.69212,242,1661036365.69228,90,1661036365.71517,114
2409,0.003352880477905,1661036366.14322,242,1661036366.14502,242,1661036366.14521,90,1661036366.14658,90
2410,0.046576976776123,1661036367.01983,242,1661036367.02165,242,1661036367.02187,90,1661036367.06641,114
2411,0.013643980026245,1661036367.88073,242,1661036367.88244,242,1661036367.88265,90,1661036367.89438,90
2412,0.050284862518311,1661036368.74698,242,1661036368.7487,242,1661036368.74891,90,1661036368.79727,90
2413,0.041152000427246,1661036369.62236,242,1661036369.62424,242,1661036369.62437,90,1661036369.66352,90
2414,0.041473150253296,1661036370.49393,242,1661036370.49572,242,1661036370.49592,90,1661036370.53541,90
2415,0.004312992095947,1661036371.21396,242,1661036371.21566,242,1661036371.21578,90,1661036371.21828,90
2416,0.046502828598023,1661036371.69905,242,1661036371.70065,242,1661036371.70084,90,1661036371.74555,114
2417,0.020739078521729,1661036372.56219,242,1661036372.56382,242,1661036372.564,90,1661036372.58293,90
2418,0.031958103179932,1661036373.50246,242,1661036373.50406,242,1661036373.5042,90,1661036373.53442,114
2419,0.007192850112915,1661036374.37656,242,1661036374.37815,242,1661036374.3783,90,1661036374.38375,90
2420,0.049497127532959,1661036375.25408,242,1661036375.25575,242,1661036375.25588,90,1661036375.30358,114
2421,0.053447008132935,1661036376.13334,242,1661036376.13494,242,1661036376.13512,90,1661036376.18678,90
2422,0.047149896621704,1661036376.75164,242,1661036376.7532,242,1661036376.75329,90,1661036376.79879,90
2423,0.003165006637573,1661036377.33627,242,1661036377.33792,242,1661036377.33806,90,1661036377.33943,90
2424,0.007593870162964,1661036378.1996,242,1661036378.2012,242,1661036378.20131,90,1661036378.2072,90
2425,0.0245361328125,1661036379.06515,242,1661036379.0668,242,1661036379.06706,90,1661036379.08968,114
2426,0.048650979995728,1661036379.96745,242,1661036379.96911,242,1661036379.96922,90,1661036380.01611,114
2427,0.047114133834839,1661036380.83151,242,1661036380.83311,242,1661036380.83326,90,1661036380.87862,114
2428,0.043302059173584,1661036381.69885,242,1661036381.70039,242,1661036381.70064,90,1661036381.74215,114
2429,0.034223079681397,1661036382.33668,242,1661036382.33835,242,1661036382.33858,90,1661036382.3709,114
2430,0.020645141601563,1661036382.89513,242,1661036382.8968,242,1661036382.89696,114,1661036382.91578,90
2431,0.022845983505249,1661036383.77554,242,1661036383.77717,242,1661036383.77746,90,1661036383.79839,90
2432,0.044191122055054,1661036384.64907,242,1661036384.65076,242,1661036384.65101,90,1661036384.69326,90
2433,0.00321102142334,1661036385.53649,242,1661036385.5382,242,1661036385.53844,90,1661036385.5397,90
2434,0.033195972442627,1661036386.4059,242,1661036386.40756,242,1661036386.40781,90,1661036386.4391,90
2435,0.034785032272339,1661036387.28833,242,1661036387.28989,242,1661036387.29012,90,1661036387.32312,90
2436,0.049798965454102,1661036387.8794,242,1661036387.88089,242,1661036387.88113,90,1661036387.9292,90
2437,0.030487060546875,1661036388.48909,242,1661036388.4907,242,1661036388.49095,90,1661036388.51958,90
2438,0.050120115280151,1661036389.38192,242,1661036389.38365,242,1661036389.38385,90,1661036389.43204,90
2439,0.01518988609314,1661036390.24771,242,1661036390.24928,242,1661036390.24951,90,1661036390.2629,90
2440,0.050977945327759,1661036391.12939,242,1661036391.13109,242,1661036391.13132,90,1661036391.18037,90
2441,0.038579940795899,1661036391.98847,242,1661036391.99008,242,1661036391.9903,90,1661036392.02705,90
2442,0.027180910110474,1661036392.87648,242,1661036392.87822,242,1661036392.87855,90,1661036392.90366,90
2443,0.01223611831665,1661036393.74381,242,1661036393.74541,242,1661036393.7457,90,1661036393.75605,90
2444,0.025713205337525,1661036394.60495,242,1661036394.60656,242,1661036394.60675,90,1661036394.63066,90
2445,0.029271841049194,1661036395.4838,242,1661036395.4848,242,1661036395.4849,90,1661036395.51307,90
2446,0.050664901733399,1661036396.34546,242,1661036396.34706,242,1661036396.34721,90,1661036396.39612,90
2447,0.006930112838745,1661036397.20616,242,1661036397.20794,242,1661036397.20817,90,1661036397.21309,90
2448,0.051249980926514,1661036398.0851,242,1661036398.08691,242,1661036398.08713,90,1661036398.13635,90
2449,0.047792911529541,1661036400.15955,242,1661036400.16134,242,1661036400.16152,90,1661036400.20734,90
2450,0.050767183303833,1661036401.02418,242,1661036401.02572,242,1661036401.02592,90,1661036401.07494,90
2451,0.037822961807251,1661036401.89,242,1661036401.89205,242,1661036401.89226,90,1661036401.92783,90
2452,0.039283037185669,1661036402.75522,242,1661036402.7568,242,1661036402.75688,90,1661036402.7945,90
2453,0.030781984329224,1661036403.63441,242,1661036403.63623,242,1661036403.63635,90,1661036403.66519,90
2454,0.003100872039795,1661036405.68989,242,1661036405.6915,242,1661036405.69173,90,1661036405.69299,90
2455,0.024986982345581,1661036406.56778,242,1661036406.5695,242,1661036406.56982,90,1661036406.59276,90
2456,0.022118091583252,1661036407.43875,242,1661036407.44037,242,1661036407.44055,90,1661036407.46087,90
2457,0.020037889480591,1661036408.36015,242,1661036408.36178,242,1661036408.36199,90,1661036408.38018,90
2458,0.037818193435669,1661036409.23496,242,1661036409.23662,242,1661036409.23675,114,1661036409.27278,90
2459,0.050870895385742,1661036409.98975,242,1661036409.99131,242,1661036409.99152,90,1661036410.04062,90
2460,0.02054500579834,1661036410.42727,242,1661036410.42883,242,1661036410.429,90,1661036410.44782,90
2461,0.011366844177246,1661036411.31602,242,1661036411.31757,242,1661036411.31782,90,1661036411.32739,90
2462,0.028082132339478,1661036412.19977,242,1661036412.20154,242,1661036412.20172,90,1661036412.22785,90
2463,0.046645164489746,1661036413.08297,242,1661036413.08484,242,1661036413.08512,90,1661036413.12961,90
2464,0.044022083282471,1661036413.95608,242,1661036413.95712,242,1661036413.95722,90,1661036414.0001,90
2465,0.038635015487671,1661036414.82563,242,1661036414.82736,242,1661036414.82762,90,1661036414.86427,114
2466,0.01641321182251,1661036415.52534,242,1661036415.52704,242,1661036415.52728,90,1661036415.54176,90
2467,0.04004979133606,1661036416.02947,242,1661036416.03136,242,1661036416.03167,90,1661036416.06952,90
2468,0.019675970077515,1661036416.89324,242,1661036416.8949,242,1661036416.89504,90,1661036416.91291,90
2469,0.029385805130005,1661036417.767,242,1661036417.76852,242,1661036417.76873,90,1661036417.79639,90
2470,0.035221099853516,1661036418.64265,242,1661036418.64433,242,1661036418.6445,90,1661036418.67788,90
2471,0.025464057922363,1661036419.51856,242,1661036419.5201,242,1661036419.52024,90,1661036419.54402,90
2472,0.029714822769165,1661036420.38383,242,1661036420.38579,242,1661036420.3859,90,1661036420.41354,90
2473,0.023298978805542,1661036421.04085,242,1661036421.04242,242,1661036421.04263,90,1661036421.06415,90
2474,0.050121784210205,1661036421.6012,242,1661036421.60323,242,1661036421.60352,90,1661036421.65132,90
2475,0.023161888122559,1661036422.47732,242,1661036422.47897,242,1661036422.47921,90,1661036422.50049,90
2476,0.031826019287109,1661036423.34456,242,1661036423.34633,242,1661036423.34649,90,1661036423.37638,90
2477,0.044617176055908,1661036424.21818,242,1661036424.21986,242,1661036424.22003,90,1661036424.26279,114
2478,0.023658037185669,1661036425.0908,242,1661036425.09256,242,1661036425.09277,90,1661036425.11445,90
2479,0.044852018356323,1661036425.9505,242,1661036425.95213,242,1661036425.95236,90,1661036425.99535,90
2480,0.037454843521118,1661036426.57542,242,1661036426.57706,242,1661036426.57723,114,1661036426.61288,90
2481,0.024499893188477,1661036427.13533,242,1661036427.13702,242,1661036427.13721,90,1661036427.15983,90
2482,0.055291891098023,1661036428.02617,242,1661036428.02789,242,1661036428.02805,90,1661036428.08146,90
2483,0.010457038879395,1661036428.88888,242,1661036428.89053,242,1661036428.89073,90,1661036428.89933,90
2484,0.014420986175537,1661036429.75463,242,1661036429.75637,242,1661036429.75652,90,1661036429.76905,90
2485,0.023087978363037,1661036430.63533,242,1661036430.63717,242,1661036430.63738,90,1661036430.65841,90
2486,0.042388916015625,1661036431.50624,242,1661036431.50786,242,1661036431.508,90,1661036431.54863,90
2487,0.037904977798462,1661036432.08726,242,1661036432.08911,242,1661036432.08931,90,1661036432.12517,90
2488,0.038092851638794,1661036432.69482,242,1661036432.69661,242,1661036432.69689,90,1661036432.73292,90
2489,0.025377035140991,1661036433.56777,242,1661036433.56962,242,1661036433.56983,90,1661036433.59314,90
2490,0.020269870758057,1661036434.45484,242,1661036434.45693,242,1661036434.45709,90,1661036434.47511,90
2491,0.01075291633606,1661036435.32451,242,1661036435.32622,242,1661036435.32634,90,1661036435.33526,90
2492,0.045031070709229,1661036436.19926,242,1661036436.20092,242,1661036436.20113,90,1661036436.24429,90
2493,0.014101028442383,1661036437.06452,242,1661036437.06601,242,1661036437.06615,90,1661036437.07862,90
2494,0.021281957626343,1661036437.94976,242,1661036437.95131,242,1661036437.9515,90,1661036437.97105,90
2495,0.047170162200928,1661036438.82114,242,1661036438.82276,242,1661036438.82287,90,1661036438.86831,90
2496,0.029060125350952,1661036439.72947,242,1661036439.73121,242,1661036439.73162,90,1661036439.75853,90
2497,0.025599002838135,1661036440.60064,242,1661036440.60224,242,1661036440.6027,90,1661036440.62624,90
2498,0.012227058410645,1661036441.47418,242,1661036441.47576,242,1661036441.4762,90,1661036441.48641,90
2499,0.03355598449707,1661036442.36789,242,1661036442.36967,242,1661036442.36973,90,1661036442.40145,90
2500,0.025121927261353,1661036443.17165,242,1661036443.17327,242,1661036443.17346,90,1661036443.19677,90
2501,0.007683038711548,1661036443.55488,242,1661036443.55679,242,1661036443.55732,90,1661036443.56256,90
2502,0.02656102180481,1661036444.4451,242,1661036444.44693,242,1661036444.44706,90,1661036444.47166,90
2503,0.026283025741577,1661036445.32025,242,1661036445.32176,242,1661036445.32198,90,1661036445.34654,90
2504,0.039674043655396,1661036446.19834,242,1661036446.19932,242,1661036446.19943,90,1661036446.23801,90
2505,0.013346910476685,1661036447.08093,242,1661036447.08183,242,1661036447.08195,90,1661036447.09428,90
2506,0.023262977600098,1661036447.95835,242,1661036447.95929,242,1661036447.95939,138,1661036447.98161,90
2507,0.002731084823608,1661036450.01425,242,1661036450.01589,242,1661036450.01614,90,1661036450.01698,90
2508,0.042697191238403,1661036450.87929,242,1661036450.88061,242,1661036450.88074,90,1661036450.92199,90
2509,0.04512095451355,1661036451.75174,242,1661036451.75319,242,1661036451.75337,90,1661036451.79686,90
2510,0.031092882156372,1661036452.61525,242,1661036452.6161,242,1661036452.61623,90,1661036452.64634,90
2511,0.040587902069092,1661036453.48909,242,1661036453.49053,242,1661036453.49067,90,1661036453.52968,90
2512,0.02168607711792,1661036454.33931,242,1661036454.34109,242,1661036454.34128,90,1661036454.361,90
2513,0.039226055145264,1661036454.70984,242,1661036454.71145,242,1661036454.71165,90,1661036454.74907,90
2514,0.046921968460083,1661036455.5894,242,1661036455.59126,242,1661036455.59145,90,1661036455.63633,90
2515,0.029110908508301,1661036456.45913,242,1661036456.461,242,1661036456.46151,90,1661036456.48824,90
2516,0.039551019668579,1661036457.3341,242,1661036457.33574,242,1661036457.33617,90,1661036457.37365,114
2517,0.021955966949463,1661036458.19921,242,1661036458.20016,242,1661036458.2003,90,1661036458.22117,90
2518,0.03206992149353,1661036459.06443,242,1661036459.06595,242,1661036459.06608,90,1661036459.0965,90
2519,0.050045013427734,1661036459.8464,242,1661036459.84792,242,1661036459.84807,90,1661036459.89645,90
2520,0.016922950744629,1661036460.26972,242,1661036460.27116,242,1661036460.27136,90,1661036460.28664,90
2521,0.020512104034424,1661036461.14,242,1661036461.14158,242,1661036461.14195,90,1661036461.16051,90
2522,0.042965173721314,1661036462.01076,242,1661036462.01225,242,1661036462.01249,90,1661036462.05373,90
2523,0.020539999008179,1661036462.89482,242,1661036462.89634,242,1661036462.89656,90,1661036462.91536,90
2524,0.02964997291565,1661036463.7542,242,1661036463.75587,242,1661036463.75605,90,1661036463.78385,90
2525,0.002999067306519,1661036464.62665,242,1661036464.62821,242,1661036464.6284,90,1661036464.62965,90
2526,0.004271030426025,1661036465.41826,242,1661036465.41983,242,1661036465.42001,90,1661036465.42253,90
2527,0.022865056991577,1661036465.81414,242,1661036465.81579,242,1661036465.81602,90,1661036465.837,90
2528,0.064581155776978,1661036466.69089,242,1661036466.69269,242,1661036466.69286,90,1661036466.75547,90
2529,0.031575918197632,1661036467.55887,242,1661036467.56052,242,1661036467.56071,90,1661036467.59045,114
2530,0.040544033050537,1661036468.42782,242,1661036468.42945,242,1661036468.42963,90,1661036468.46837,90
2531,0.038853883743286,1661036469.31063,242,1661036469.31232,242,1661036469.31245,90,1661036469.34949,90
2532,0.013596773147583,1661036470.18288,242,1661036470.1845,242,1661036470.18458,90,1661036470.19647,90
2533,0.051480054855347,1661036470.96994,242,1661036470.9717,242,1661036470.97186,90,1661036471.02142,90
2534,0.046699047088623,1661036471.36439,242,1661036471.36608,242,1661036471.36624,90,1661036471.41109,90
2535,0.04551887512207,1661036472.23547,242,1661036472.23717,242,1661036472.23732,90,1661036472.28099,90
2536,0.026968955993652,1661036473.09728,242,1661036473.09912,242,1661036473.0993,90,1661036473.12424,90
2537,0.036200046539307,1661036473.97099,242,1661036473.97266,242,1661036473.97278,90,1661036474.00719,114
2538,0.038763046264649,1661036474.8356,242,1661036474.83714,242,1661036474.83727,90,1661036474.87437,90
2539,0.048352003097534,1661036475.71042,242,1661036475.71197,242,1661036475.71227,90,1661036475.75878,90
2540,0.031842947006226,1661036477.80255,242,1661036477.80423,242,1661036477.80444,90,1661036477.8344,90
2541,0.047760009765625,1661036478.67354,242,1661036478.67544,242,1661036478.67565,90,1661036478.7213,90
2542,0.044576168060303,1661036479.53764,242,1661036479.53926,242,1661036479.53938,90,1661036479.58221,90
2543,0.020559072494507,1661036480.41259,242,1661036480.41423,242,1661036480.41453,90,1661036480.43315,90
2544,0.034191131591797,1661036481.28079,242,1661036481.28245,242,1661036481.28272,90,1661036481.31498,90
2545,0.02157187461853,1661036482.10082,242,1661036482.10241,242,1661036482.10262,90,1661036482.1224,90
2546,0.04682183265686,1661036482.48239,242,1661036482.48426,242,1661036482.48446,90,1661036482.52921,90
2547,0.031714916229248,1661036483.34588,242,1661036483.3475,242,1661036483.34771,90,1661036483.37759,90
2548,0.03032398223877,1661036484.20437,242,1661036484.20601,242,1661036484.20619,90,1661036484.23469,90
2549,0.017555952072144,1661036485.06378,242,1661036485.06539,242,1661036485.06558,90,1661036485.08134,90
2550,0.045015096664429,1661036485.937,242,1661036485.9386,242,1661036485.93881,90,1661036485.98201,114
2551,0.049219131469727,1661036486.79989,242,1661036486.80163,242,1661036486.80189,90,1661036486.84911,114
2552,0.011780023574829,1661036488.88351,242,1661036488.88533,242,1661036488.88558,90,1661036488.89529,90
2553,0.024035930633545,1661036489.75095,242,1661036489.75268,242,1661036489.75283,90,1661036489.77498,114
2554,0.040647029876709,1661036490.61831,242,1661036490.62009,242,1661036490.6204,90,1661036490.65895,90
2555,0.020014047622681,1661036491.49027,242,1661036491.49178,242,1661036491.49194,90,1661036491.51028,114
2556,0.029733896255493,1661036492.34936,242,1661036492.35088,242,1661036492.35107,90,1661036492.37909,90
2557,0.042190074920654,1661036494.44782,242,1661036494.44956,242,1661036494.44973,90,1661036494.49001,114
2558,0.005290031433105,1661036495.31387,242,1661036495.31574,242,1661036495.316,90,1661036495.31916,90
2559,0.048243999481201,1661036496.19033,242,1661036496.19206,242,1661036496.19229,90,1661036496.23857,90
2560,0.018032073974609,1661036497.05718,242,1661036497.05887,242,1661036497.05913,90,1661036497.07522,90
2561,0.049388885498047,1661036497.92647,242,1661036497.92826,242,1661036497.92852,90,1661036497.97585,114
2562,0.019925117492676,1661036498.71947,242,1661036498.72133,242,1661036498.72156,90,1661036498.7394,90
2563,0.003041982650757,1661036499.1111,242,1661036499.11268,242,1661036499.11287,114,1661036499.11415,90
2564,0.021314859390259,1661036499.98852,242,1661036499.99038,242,1661036499.99073,90,1661036500.00983,114
2565,0.035845041275025,1661036500.86374,242,1661036500.86541,242,1661036500.86572,90,1661036500.89958,114
2566,0.028948068618775,1661036501.74054,242,1661036501.74227,242,1661036501.74257,90,1661036501.76949,90
2567,0.012377977371216,1661036502.61077,242,1661036502.61239,242,1661036502.61261,90,1661036502.62315,90
2568,0.029417991638184,1661036503.48306,242,1661036503.4849,242,1661036503.48506,90,1661036503.51248,90
2569,0.006500959396362,1661036504.29296,242,1661036504.29471,242,1661036504.29494,90,1661036504.29946,90
2570,0.008141040802002,1661036504.67077,242,1661036504.67265,242,1661036504.67286,90,1661036504.67891,90
2571,0.015206813812256,1661036505.53971,242,1661036505.54131,242,1661036505.54146,90,1661036505.55492,114
2572,0.0502610206604,1661036506.40846,242,1661036506.41019,242,1661036506.41039,90,1661036506.45872,114
2573,0.008359909057617,1661036507.28286,242,1661036507.28453,242,1661036507.28468,90,1661036507.29122,90
2574,0.046169996261597,1661036508.15828,242,1661036508.16015,242,1661036508.16029,90,1661036508.20445,114
2575,0.021147966384888,1661036509.02642,242,1661036509.02801,242,1661036509.02824,90,1661036509.04757,114
2576,0.050597906112671,1661036509.83238,242,1661036509.83399,242,1661036509.83416,90,1661036509.88297,114
2577,0.007628917694092,1661036510.22806,242,1661036510.22955,242,1661036510.22984,90,1661036510.23569,114
2578,0.047338008880615,1661036511.09039,242,1661036511.09195,242,1661036511.09217,90,1661036511.13773,114
2579,0.025578022003174,1661036511.95329,242,1661036511.95489,242,1661036511.9551,90,1661036511.97887,90
2580,0.028057813644409,1661036512.81856,242,1661036512.82016,242,1661036512.82031,90,1661036512.84662,90
2581,0.033701896667481,1661036513.67852,242,1661036513.68011,242,1661036513.68027,90,1661036513.71223,90
2582,0.050396203994751,1661036514.54373,242,1661036514.54555,242,1661036514.54578,90,1661036514.59413,90
2583,0.03780198097229,1661036515.33989,242,1661036515.34176,242,1661036515.34193,90,1661036515.37769,90
2584,0.037010908126831,1661036515.72702,242,1661036515.72869,242,1661036515.72879,90,1661036515.76403,114
2585,0.041720867156983,1661036516.59638,242,1661036516.59817,242,1661036516.59829,90,1661036516.6381,114
2586,0.041491031646729,1661036517.4856,242,1661036517.48727,242,1661036517.48752,90,1661036517.5271,114
2587,0.008177042007446,1661036518.34682,242,1661036518.34849,242,1661036518.34868,90,1661036518.355,114
2588,0.026898145675659,1661036519.21714,242,1661036519.21874,242,1661036519.21891,90,1661036519.24404,114
2589,0.005242109298706,1661036520.08492,242,1661036520.08673,242,1661036520.08693,90,1661036520.09016,90
2590,0.011703968048096,1661036520.85638,242,1661036520.85835,242,1661036520.85854,90,1661036520.86809,90
2591,0.013199090957642,1661036521.27198,242,1661036521.27355,242,1661036521.27376,90,1661036521.28518,114
2592,0.033576011657715,1661036522.13443,242,1661036522.13615,242,1661036522.13631,90,1661036522.168,90
2593,0.027556896209717,1661036523.01581,242,1661036523.01791,242,1661036523.01809,90,1661036523.04336,90
2594,0.020267963409424,1661036523.88601,242,1661036523.88776,242,1661036523.88795,90,1661036523.90627,114
2595,0.041913986206055,1661036524.76511,242,1661036524.76696,242,1661036524.76721,90,1661036524.80702,90
2596,0.012433052062988,1661036525.63488,242,1661036525.6365,242,1661036525.63659,90,1661036525.64731,90
2597,0.031058073043823,1661036526.38535,242,1661036526.38702,242,1661036526.38714,90,1661036526.41641,90
2598,0.021106958389282,1661036526.82154,242,1661036526.8235,242,1661036526.82371,90,1661036526.84265,114
2599,0.024673938751221,1661036527.72207,242,1661036527.72368,242,1661036527.7238,90,1661036527.74674,90
2600,0.013217926025391,1661036528.60085,242,1661036528.60247,242,1661036528.60265,90,1661036528.61407,90
2601,0.044190883636475,1661036529.4611,242,1661036529.46276,242,1661036529.4629,90,1661036529.50529,90
2602,0.02741003036499,1661036530.32451,242,1661036530.32622,242,1661036530.32633,90,1661036530.35192,114
2603,0.023056983947754,1661036531.20082,242,1661036531.20243,242,1661036531.20261,90,1661036531.22388,90
2604,0.049373865127564,1661036531.90438,242,1661036531.90611,242,1661036531.90618,90,1661036531.95376,114
2605,0.036569118499756,1661036532.39058,242,1661036532.39245,242,1661036532.39263,90,1661036532.42715,90
2606,0.020126819610596,1661036533.26213,242,1661036533.26371,242,1661036533.26383,90,1661036533.28226,114
2607,0.028301000595093,1661036534.13161,242,1661036534.13327,242,1661036534.13343,90,1661036534.15991,114
2608,0.017837047576904,1661036535.00654,242,1661036535.00807,242,1661036535.00818,90,1661036535.02437,90
2609,0.034278154373169,1661036535.89825,242,1661036535.89995,242,1661036535.9001,90,1661036535.93253,90
2610,0.034106016159058,1661036536.77209,242,1661036536.77377,242,1661036536.77393,90,1661036536.8062,90
2611,0.052482843399048,1661036537.41508,242,1661036537.41684,242,1661036537.41699,90,1661036537.46756,90
2612,0.008594036102295,1661036537.97871,242,1661036537.98029,242,1661036537.98041,90,1661036537.98731,90
2613,0.048205137252808,1661036538.86357,242,1661036538.8655,242,1661036538.86576,90,1661036538.91178,114
2614,0.049444913864136,1661036539.74358,242,1661036539.74524,242,1661036539.74541,90,1661036539.79302,90
2615,0.0244619846344,1661036540.63319,242,1661036540.63459,242,1661036540.63477,90,1661036540.65766,90
2616,0.097105979919434,1661036541.50656,242,1661036541.50823,242,1661036541.50849,90,1661036541.60367,90
2617,0.034854888916016,1661036542.3937,242,1661036542.39556,242,1661036542.39578,90,1661036542.42855,90
2618,0.035632133483887,1661036542.95285,242,1661036542.95454,242,1661036542.95485,90,1661036542.98848,114
2619,0.016686916351318,1661036543.60271,242,1661036543.60445,242,1661036543.60465,90,1661036543.61939,90
2620,0.007356882095337,1661036544.46539,242,1661036544.46705,242,1661036544.46733,90,1661036544.47274,90
2621,0.039937973022461,1661036545.334,242,1661036545.33566,242,1661036545.33586,90,1661036545.37394,114
2622,0.013950824737549,1661036546.19758,242,1661036546.19904,242,1661036546.19919,90,1661036546.21153,90
2623,0.021604061126709,1661036547.0654,242,1661036547.06709,242,1661036547.06725,90,1661036547.087,90
2624,0.021862030029297,1661036547.9382,242,1661036547.93979,242,1661036547.93994,90,1661036547.96006,90
