Connection Count,Handshake Duration (s),TCP Ending Handshake Timestamp (s),Version 1 Timestamp (s),Version 1 Bytes,Version 2 Timestamp (s),Version 2 Bytes,Verack 1 Timestamp (s),Verack 1 Bytes,Verack 2 Timestamp (s),Verack 2 Bytes
4632,0.02086615562439,1661128789.10147,1661128789.08061,168,1661128789.08132,168,1661128789.08149,90,1661128789.10147,114
4633,0.048025131225586,1661128794.65361,1661128794.60559,168,1661128794.60617,168,1661128794.60637,90,1661128794.65361,114
4634,0.059014081954956,1661128800.21287,1661128800.15385,168,1661128800.15436,168,1661128800.15456,90,1661128800.21287,90
4635,0.036663055419922,1661128805.77055,1661128805.73389,168,1661128805.73432,168,1661128805.7345,90,1661128805.77055,114
4636,0.045813083648682,1661128811.3518,1661128811.30599,168,1661128811.3065,168,1661128811.3067,90,1661128811.3518,90
4637,0.022804021835327,1661128816.87393,1661128816.85113,168,1661128816.85174,168,1661128816.85192,90,1661128816.87393,114
4638,0.035845041275025,1661128822.46966,1661128822.43381,168,1661128822.43428,168,1661128822.43447,90,1661128822.46966,90
4639,0.020615100860596,1661128828.04702,1661128828.02641,168,1661128828.02693,168,1661128828.02719,90,1661128828.04702,90
4640,0.049638032913208,1661128833.61312,1661128833.56348,168,1661128833.56393,168,1661128833.56408,114,1661128833.61312,90
4641,0.012350082397461,1661128839.14525,1661128839.1329,168,1661128839.1333,168,1661128839.13367,90,1661128839.14525,114
4642,0.051013946533203,1661128844.70241,1661128844.6514,168,1661128844.65209,168,1661128844.65219,114,1661128844.70241,90
4643,0.039417028427124,1661128850.24456,1661128850.20514,168,1661128850.2056,168,1661128850.20578,90,1661128850.24456,90
4644,0.015891075134277,1661128855.75636,1661128855.74047,168,1661128855.74087,168,1661128855.74099,114,1661128855.75636,114
4645,0.018980979919434,1661128861.30572,1661128861.28674,168,1661128861.28733,168,1661128861.28751,90,1661128861.30572,114
4646,0.036168098449707,1661128866.83261,1661128866.79644,168,1661128866.79684,168,1661128866.79716,90,1661128866.83261,114
4647,0.011826038360596,1661128872.33584,1661128872.32402,168,1661128872.32455,168,1661128872.32467,138,1661128872.33584,114
4648,0.036972999572754,1661128877.90131,1661128877.86434,168,1661128877.86494,168,1661128877.8651,90,1661128877.90131,114
4649,0.050018072128296,1661128883.45658,1661128883.40657,168,1661128883.40713,168,1661128883.40745,90,1661128883.45658,90
4650,0.01634693145752,1661128889.00536,1661128888.98902,168,1661128888.98963,168,1661128888.98976,114,1661128889.00536,90
4651,0.035588979721069,1661128894.55074,1661128894.51515,168,1661128894.51565,168,1661128894.51578,114,1661128894.55074,90
4652,0.023788928985596,1661128900.12302,1661128900.09923,168,1661128900.09991,168,1661128900.10026,90,1661128900.12302,90
4653,0.04104495048523,1661128905.6937,1661128905.65265,168,1661128905.65311,168,1661128905.65327,114,1661128905.6937,114
4654,0.006749868392944,1661128911.21547,1661128911.20872,168,1661128911.20924,168,1661128911.20958,90,1661128911.21547,90
4655,0.03739595413208,1661128916.78841,1661128916.75101,168,1661128916.7516,168,1661128916.75182,90,1661128916.78841,114
4656,0.059146881103516,1661128922.35441,1661128922.29526,168,1661128922.29562,168,1661128922.29578,90,1661128922.35441,114
4657,0.009316921234131,1661128927.87574,1661128927.86642,168,1661128927.86734,168,1661128927.86748,114,1661128927.87574,114
4658,0.002949953079224,1661128933.40121,1661128933.39826,168,1661128933.39881,168,1661128933.39895,90,1661128933.40121,90
4659,0.023292064666748,1661128938.95229,1661128938.929,168,1661128938.92947,168,1661128938.92969,90,1661128938.95229,90
4660,0.007189989089966,1661128944.49336,1661128944.48617,168,1661128944.48668,168,1661128944.48683,90,1661128944.49336,90
4661,0.041553020477295,1661128950.03835,1661128949.9968,168,1661128949.99712,168,1661128949.99728,90,1661128950.03835,114
4662,0.029118061065674,1661128955.55406,1661128955.52494,168,1661128955.5253,168,1661128955.52545,114,1661128955.55406,114
4663,0.055134773254395,1661128961.16027,1661128961.10514,168,1661128961.10564,168,1661128961.10581,90,1661128961.16027,90
4664,0.0765380859375,1661128966.7462,1661128966.66966,168,1661128966.67018,168,1661128966.67033,90,1661128966.7462,90
4665,0.053226947784424,1661128972.2944,1661128972.24118,168,1661128972.2416,168,1661128972.2418,90,1661128972.2944,90
4666,0.004831075668335,1661128977.79776,1661128977.79293,168,1661128977.79332,168,1661128977.79344,114,1661128977.79776,114
4667,0.046773910522461,1661128983.36297,1661128983.3162,168,1661128983.31702,168,1661128983.31731,90,1661128983.36297,114
4668,0.04131817817688,1661128999.94878,1661128999.90746,168,1661128999.90792,168,1661128999.90804,114,1661128999.94878,114
4669,0.0421621799469,1661129005.51605,1661129005.47389,168,1661129005.47425,168,1661129005.47439,114,1661129005.51605,90
4670,0.03826904296875,1661129011.07131,1661129011.03304,168,1661129011.03368,168,1661129011.03396,90,1661129011.07131,90
4671,0.037773132324219,1661129016.62935,1661129016.59157,168,1661129016.59204,168,1661129016.59239,90,1661129016.62935,90
4672,0.053977966308594,1661129022.19979,1661129022.14581,168,1661129022.14663,168,1661129022.14674,114,1661129022.19979,90
4673,0.037097930908203,1661129027.74113,1661129027.70403,168,1661129027.70451,168,1661129027.70463,114,1661129027.74113,90
4674,0.045648097991943,1661129033.28046,1661129033.23481,168,1661129033.2353,168,1661129033.23542,114,1661129033.28046,90
4675,0.050746917724609,1661129038.83817,1661129038.78742,168,1661129038.78788,168,1661129038.78816,90,1661129038.83817,90
4676,0.061097860336304,1661129044.39148,1661129044.33038,168,1661129044.33085,168,1661129044.33101,90,1661129044.39148,90
4677,0.027235984802246,1661129049.88188,1661129049.85465,168,1661129049.85528,168,1661129049.8555,90,1661129049.88188,114
4678,0.006864070892334,1661129055.40108,1661129055.39422,168,1661129055.3946,168,1661129055.39501,90,1661129055.40108,114
4679,0.040362119674683,1661129060.94163,1661129060.90127,168,1661129060.90177,168,1661129060.90194,90,1661129060.94163,114
4680,0.042394876480103,1661129066.48004,1661129066.43764,168,1661129066.43805,168,1661129066.43823,90,1661129066.48004,114
4681,0.008787155151367,1661129071.9722,1661129071.96341,168,1661129071.96369,168,1661129071.96401,90,1661129071.9722,90
4682,0.01816987991333,1661129077.49559,1661129077.47742,168,1661129077.47785,168,1661129077.47838,90,1661129077.49559,90
4683,0.026095151901245,1661129083.03224,1661129083.00614,168,1661129083.00674,168,1661129083.00725,90,1661129083.03224,90
4684,0.042220115661621,1661129088.56928,1661129088.52706,168,1661129088.52754,168,1661129088.5277,90,1661129088.56928,90
4685,0.024390935897827,1661129094.10638,1661129094.08198,168,1661129094.08293,168,1661129094.08305,114,1661129094.10638,90
4686,0.007858037948608,1661129099.63922,1661129099.63137,168,1661129099.63194,168,1661129099.63215,90,1661129099.63922,90
4687,0.047616004943848,1661129105.20212,1661129105.15451,168,1661129105.1552,168,1661129105.15539,90,1661129105.20212,90
4688,0.049942970275879,1661129110.75003,1661129110.70009,168,1661129110.7005,168,1661129110.70063,114,1661129110.75003,90
4689,0.035451889038086,1661129116.2786,1661129116.24314,168,1661129116.24371,168,1661129116.24388,90,1661129116.2786,90
4690,0.029841899871826,1661129121.80667,1661129121.77682,168,1661129121.77727,168,1661129121.77746,90,1661129121.80667,90
4691,0.004449129104614,1661129127.32101,1661129127.31656,168,1661129127.3176,168,1661129127.31782,90,1661129127.32101,90
4692,0.00600790977478,1661129132.85473,1661129132.84872,168,1661129132.84986,168,1661129132.8501,90,1661129132.85473,90
4693,0.056488037109375,1661129138.48126,1661129138.42477,168,1661129138.42552,168,1661129138.42566,90,1661129138.48126,90
4694,0.051522016525269,1661129144.06535,1661129144.01383,168,1661129144.01457,168,1661129144.01501,90,1661129144.06535,90
4695,0.00408411026001,1661129149.5744,1661129149.57032,168,1661129149.5707,168,1661129149.57111,90,1661129149.5744,90
4696,0.021710872650147,1661129155.15273,1661129155.13101,168,1661129155.13162,168,1661129155.1319,90,1661129155.15273,114
4697,0.006938934326172,1661129160.71712,1661129160.71019,168,1661129160.71058,168,1661129160.71075,90,1661129160.71712,114
4698,0.009525060653687,1661129166.27067,1661129166.26115,168,1661129166.26153,168,1661129166.26172,90,1661129166.27067,90
4699,0.018562078475952,1661129171.80758,1661129171.78902,168,1661129171.79001,168,1661129171.79036,90,1661129171.80758,114
4700,0.04275393486023,1661129177.39444,1661129177.35168,168,1661129177.35208,168,1661129177.3523,90,1661129177.39444,90
4701,0.038594007492066,1661129182.9416,1661129182.90301,168,1661129182.90359,168,1661129182.90382,90,1661129182.9416,114
4702,0.004896879196167,1661129188.4528,1661129188.44791,168,1661129188.44845,168,1661129188.44857,114,1661129188.4528,90
4703,0.036399841308594,1661129194.03742,1661129194.00102,168,1661129194.00154,168,1661129194.00172,90,1661129194.03742,114
4704,0.007484197616577,1661129199.60018,1661129199.5927,168,1661129199.59304,168,1661129199.59322,90,1661129199.60018,114
4705,0.013074159622192,1661129205.15864,1661129205.14556,168,1661129205.14591,168,1661129205.14619,90,1661129205.15864,114
4706,0.019945859909058,1661129210.71382,1661129210.69388,168,1661129210.69484,168,1661129210.69508,90,1661129210.71382,90
4707,0.014796018600464,1661129216.27119,1661129216.25639,168,1661129216.25694,168,1661129216.25706,114,1661129216.27119,114
4708,0.038230895996094,1661129221.82363,1661129221.7854,168,1661129221.78577,168,1661129221.78599,90,1661129221.82363,114
4709,0.018347978591919,1661129227.36993,1661129227.35158,168,1661129227.35193,168,1661129227.35212,90,1661129227.36993,114
4710,0.003007173538208,1661129232.88206,1661129232.87905,168,1661129232.87946,168,1661129232.87992,90,1661129232.88206,90
4711,0.01805305480957,1661129238.42095,1661129238.4029,168,1661129238.40354,168,1661129238.404,90,1661129238.42095,114
4712,0.049808979034424,1661129244.02095,1661129243.97114,168,1661129243.97159,168,1661129243.97196,90,1661129244.02095,90
4713,0.041602849960327,1661129249.60107,1661129249.55946,168,1661129249.55989,168,1661129249.56013,90,1661129249.60107,90
4714,0.065113067626953,1661129255.15594,1661129255.09083,168,1661129255.09128,168,1661129255.09151,90,1661129255.15594,90
4715,0.002398014068604,1661129260.64045,1661129260.63806,168,1661129260.63856,168,1661129260.63867,90,1661129260.64045,114
4716,0.036710023880005,1661129266.21413,1661129266.17742,168,1661129266.17778,168,1661129266.17785,114,1661129266.21413,90
4717,0.006757020950317,1661129271.77452,1661129271.76776,168,1661129271.76842,168,1661129271.76862,90,1661129271.77452,90
4718,0.033931016921997,1661129277.37717,1661129277.34324,168,1661129277.34403,168,1661129277.34421,90,1661129277.37717,90
4719,0.029807090759277,1661129294.06067,1661129294.03086,168,1661129294.03148,168,1661129294.03166,90,1661129294.06067,114
4720,0.012645959854126,1661129299.59071,1661129299.57806,168,1661129299.57848,168,1661129299.57867,90,1661129299.59071,90
4721,0.01675009727478,1661129305.16553,1661129305.14878,168,1661129305.14935,168,1661129305.1495,90,1661129305.16553,114
4722,0.058502912521362,1661129310.78686,1661129310.72835,168,1661129310.72876,168,1661129310.72915,90,1661129310.78686,90
4723,0.068317174911499,1661129316.32925,1661129316.26093,168,1661129316.2615,168,1661129316.26166,90,1661129316.32925,90
4724,0.001445055007935,1661129321.81668,1661129321.81523,168,1661129321.81557,168,1661129321.81576,90,1661129321.81668,90
4725,0.020814180374146,1661129327.40816,1661129327.38735,168,1661129327.38803,168,1661129327.38822,90,1661129327.40816,114
4726,0.055763006210327,1661129332.99049,1661129332.93472,168,1661129332.93536,168,1661129332.9357,90,1661129332.99049,114
4727,0.015690088272095,1661129338.4971,1661129338.48141,168,1661129338.48189,168,1661129338.48229,90,1661129338.4971,114
4728,0.05389404296875,1661129344.09611,1661129344.04222,168,1661129344.04265,168,1661129344.04284,90,1661129344.09611,90
4729,0.040701150894165,1661129349.63472,1661129349.59402,168,1661129349.5944,168,1661129349.59476,90,1661129349.63472,90
4730,0.038822174072266,1661129355.19281,1661129355.15399,168,1661129355.15436,168,1661129355.15471,90,1661129355.19281,114
4731,0.040703773498535,1661129360.74153,1661129360.70082,168,1661129360.70125,168,1661129360.70163,90,1661129360.74153,114
4732,0.005865097045898,1661129366.24004,1661129366.23417,168,1661129366.23462,168,1661129366.2348,90,1661129366.24004,114
4733,0.013566970825195,1661129371.78358,1661129371.77002,168,1661129371.77059,168,1661129371.77077,90,1661129371.78358,90
4734,0.025923013687134,1661129377.33992,1661129377.314,168,1661129377.31441,168,1661129377.31472,90,1661129377.33992,90
4735,0.057116031646729,1661129394.10547,1661129394.04835,168,1661129394.04918,168,1661129394.04932,90,1661129394.10547,114
4736,0.0315420627594,1661129399.61425,1661129399.58271,168,1661129399.58397,168,1661129399.58414,90,1661129399.61425,114
4737,0.025162935256958,1661129405.12601,1661129405.10085,168,1661129405.10161,168,1661129405.10182,90,1661129405.12601,114
4738,0.030523061752319,1661129410.65682,1661129410.6263,168,1661129410.62677,168,1661129410.62696,90,1661129410.65682,114
4739,0.026623010635376,1661129416.18789,1661129416.16127,168,1661129416.16184,168,1661129416.16227,90,1661129416.18789,114
4740,0.027252912521362,1661129421.71012,1661129421.68286,168,1661129421.68334,168,1661129421.68349,90,1661129421.71012,90
4741,0.018946886062622,1661129427.25216,1661129427.23321,168,1661129427.23356,168,1661129427.23398,90,1661129427.25216,114
4742,0.00354790687561,1661129432.75453,1661129432.75098,168,1661129432.75185,168,1661129432.752,90,1661129432.75453,90
4743,0.023826122283936,1661129438.29505,1661129438.27123,168,1661129438.27198,168,1661129438.27218,90,1661129438.29505,114
4744,0.023102998733521,1661129443.82078,1661129443.79768,168,1661129443.79829,168,1661129443.79848,90,1661129443.82078,114
4745,0.018190860748291,1661129449.32988,1661129449.31169,168,1661129449.31224,168,1661129449.31241,90,1661129449.32988,90
4746,0.010762214660645,1661129454.83006,1661129454.8193,168,1661129454.81982,168,1661129454.82,90,1661129454.83006,114
4747,0.038497924804688,1661129460.3754,1661129460.3369,168,1661129460.3373,168,1661129460.3377,90,1661129460.3754,114
4748,0.038114070892334,1661129476.92818,1661129476.89006,168,1661129476.89175,168,1661129476.89192,90,1661129476.92818,114
4749,0.017815113067627,1661129482.41808,1661129482.40026,168,1661129482.40071,168,1661129482.40088,90,1661129482.41808,114
4750,0.002508163452148,1661129487.93417,1661129487.93167,168,1661129487.93229,168,1661129487.93239,114,1661129487.93417,114
4751,0.010471105575562,1661129493.45456,1661129493.44409,168,1661129493.44479,168,1661129493.44501,90,1661129493.45456,114
4752,0.052927970886231,1661129499.00604,1661129498.95311,168,1661129498.95345,168,1661129498.95362,90,1661129499.00604,114
4753,0.049787998199463,1661129504.51589,1661129504.4661,168,1661129504.46662,168,1661129504.46677,90,1661129504.51589,114
4754,0.045438051223755,1661129510.04659,1661129510.00115,168,1661129510.00157,168,1661129510.00175,90,1661129510.04659,114
4755,0.049630880355835,1661129515.56949,1661129515.51985,168,1661129515.52057,168,1661129515.52095,90,1661129515.56949,114
4756,0.050196170806885,1661129521.08199,1661129521.0318,168,1661129521.03221,168,1661129521.03237,90,1661129521.08199,114
4757,0.020035028457642,1661129526.56103,1661129526.541,168,1661129526.54144,168,1661129526.54157,114,1661129526.56103,114
4758,0.018476963043213,1661129532.08032,1661129532.06185,168,1661129532.06257,168,1661129532.0628,90,1661129532.08032,114
4759,0.012537002563477,1661129537.59087,1661129537.57833,168,1661129537.57879,168,1661129537.5792,90,1661129537.59087,114
4760,0.050081968307495,1661129543.14998,1661129543.09989,168,1661129543.10028,168,1661129543.10039,114,1661129543.14998,114
4761,0.056949853897095,1661129548.67878,1661129548.62183,168,1661129548.62231,168,1661129548.62251,90,1661129548.67878,114
4762,0.006247043609619,1661129554.16326,1661129554.15701,168,1661129554.1574,168,1661129554.15752,114,1661129554.16326,90
4763,0.009169101715088,1661129559.67583,1661129559.66666,168,1661129559.66732,168,1661129559.6677,90,1661129559.67583,114
4764,0.029369831085205,1661129565.20955,1661129565.18018,168,1661129565.1806,168,1661129565.1808,90,1661129565.20955,114
4765,0.045777082443237,1661129570.76189,1661129570.71611,168,1661129570.71662,168,1661129570.71679,90,1661129570.76189,90
4766,0.035418033599854,1661129576.28922,1661129576.2538,168,1661129576.25421,168,1661129576.25433,114,1661129576.28922,114
4767,0.039277076721192,1661129581.805,1661129581.76572,168,1661129581.76618,168,1661129581.76631,114,1661129581.805,114
4768,0.030407905578613,1661129587.3056,1661129587.2752,168,1661129587.27562,168,1661129587.27586,90,1661129587.3056,114
4769,0.008630037307739,1661129592.80136,1661129592.79273,168,1661129592.79336,168,1661129592.79353,90,1661129592.80136,114
4770,0.006423950195313,1661129598.31442,1661129598.308,168,1661129598.3087,168,1661129598.30886,90,1661129598.31442,114
4771,0.011276006698608,1661129603.85062,1661129603.83935,168,1661129603.83981,168,1661129603.84003,90,1661129603.85062,114
4772,0.001483917236328,1661129609.36442,1661129609.36294,168,1661129609.36354,168,1661129609.36371,90,1661129609.36442,90
4773,0.026806831359863,1661129614.90137,1661129614.87457,168,1661129614.87499,168,1661129614.8753,114,1661129614.90137,90
4774,0.008053064346313,1661129620.39403,1661129620.38597,168,1661129620.38675,168,1661129620.38698,90,1661129620.39403,114
4775,0.066409111022949,1661129626.00933,1661129625.94293,168,1661129625.94355,168,1661129625.94378,90,1661129626.00933,90
4776,0.049679040908814,1661129631.53956,1661129631.48988,168,1661129631.49044,168,1661129631.49061,90,1661129631.53956,114
4777,0.006457090377808,1661129637.01879,1661129637.01233,168,1661129637.01282,168,1661129637.01301,90,1661129637.01879,114
4778,0.048233032226563,1661129642.63519,1661129642.58696,168,1661129642.58741,168,1661129642.58763,90,1661129642.63519,114
4779,0.038412094116211,1661129648.17039,1661129648.13197,168,1661129648.13235,168,1661129648.13265,90,1661129648.17039,114
4780,0.035219192504883,1661129653.69967,1661129653.66445,168,1661129653.66499,168,1661129653.66537,90,1661129653.69967,114
4781,0.043308019638062,1661129659.24114,1661129659.19783,168,1661129659.19839,168,1661129659.1986,90,1661129659.24114,114
4782,0.046942949295044,1661129664.76533,1661129664.71839,168,1661129664.71874,168,1661129664.71886,114,1661129664.76533,114
4783,0.04218602180481,1661129670.27772,1661129670.23553,168,1661129670.23598,168,1661129670.23617,90,1661129670.27772,114
4784,0.013817071914673,1661129675.80649,1661129675.79267,168,1661129675.79326,168,1661129675.7934,90,1661129675.80649,90
4785,0.002894163131714,1661129681.34633,1661129681.34343,168,1661129681.34434,168,1661129681.34455,90,1661129681.34633,90
4786,0.01230001449585,1661129686.91384,1661129686.90154,168,1661129686.90238,168,1661129686.9025,138,1661129686.91384,114
4787,0.035274028778076,1661129692.51445,1661129692.47918,168,1661129692.47965,168,1661129692.47982,90,1661129692.51445,90
4788,0.032485008239746,1661129698.03495,1661129698.00247,168,1661129698.00284,168,1661129698.00296,114,1661129698.03495,114
4789,0.049383878707886,1661129703.59445,1661129703.54507,168,1661129703.54536,168,1661129703.54547,114,1661129703.59445,114
4790,0.02423906326294,1661129709.12315,1661129709.09891,168,1661129709.09942,168,1661129709.09957,90,1661129709.12315,114
4791,0.003454923629761,1661129714.64562,1661129714.64216,168,1661129714.64289,168,1661129714.64314,90,1661129714.64562,90
4792,0.001348972320557,1661129720.17543,1661129720.17408,168,1661129720.17451,168,1661129720.17467,90,1661129720.17543,90
4793,0.06306004524231,1661129725.79631,1661129725.73325,168,1661129725.73382,168,1661129725.73402,90,1661129725.79631,90
4794,0.041049957275391,1661129731.318,1661129731.27695,168,1661129731.27743,168,1661129731.27761,90,1661129731.318,114
4795,0.049713134765625,1661129736.84132,1661129736.79161,168,1661129736.79214,168,1661129736.79237,90,1661129736.84132,114
4796,0.015051126480103,1661129742.31837,1661129742.30332,168,1661129742.30385,168,1661129742.30409,90,1661129742.31837,114
4797,0.014332056045532,1661129747.84126,1661129747.82693,168,1661129747.82756,168,1661129747.82776,90,1661129747.84126,114
4798,0.012027978897095,1661129753.35493,1661129753.3429,168,1661129753.34386,168,1661129753.34403,90,1661129753.35493,114
4799,0.038120985031128,1661129758.88947,1661129758.85134,168,1661129758.85176,168,1661129758.85194,90,1661129758.88947,114
4800,0.003100872039795,1661129764.3969,1661129764.3938,168,1661129764.39437,168,1661129764.39462,90,1661129764.3969,90
4801,0.054009914398193,1661129769.97348,1661129769.91947,168,1661129769.9204,168,1661129769.92061,90,1661129769.97348,114
4802,0.008392095565796,1661129775.46682,1661129775.45843,168,1661129775.45891,168,1661129775.45917,90,1661129775.46682,114
4803,0.002636909484863,1661129781.00311,1661129781.00048,168,1661129781.00154,168,1661129781.00174,90,1661129781.00311,114
4804,0.011636018753052,1661129786.5694,1661129786.55777,168,1661129786.55816,168,1661129786.55838,90,1661129786.5694,114
4805,0.048770904541016,1661129803.27651,1661129803.22774,168,1661129803.22817,168,1661129803.22851,90,1661129803.27651,114
4806,0.042764902114868,1661129808.78994,1661129808.74718,168,1661129808.74781,168,1661129808.748,90,1661129808.78994,114
4807,0.043362140655518,1661129814.32002,1661129814.27666,168,1661129814.27708,168,1661129814.27722,114,1661129814.32002,90
4808,0.043340921401978,1661129819.8412,1661129819.79786,168,1661129819.79837,168,1661129819.79856,90,1661129819.8412,114
4809,0.027137994766235,1661129825.372,1661129825.34486,168,1661129825.34556,168,1661129825.34577,90,1661129825.372,90
4810,0.040688991546631,1661129830.89973,1661129830.85904,168,1661129830.85955,168,1661129830.85988,90,1661129830.89973,90
4811,0.016322135925293,1661129836.43366,1661129836.41734,168,1661129836.41798,168,1661129836.41814,90,1661129836.43366,90
4812,0.02764892578125,1661129841.99526,1661129841.96761,168,1661129841.96824,168,1661129841.96841,90,1661129841.99526,90
4813,0.029613971710205,1661129847.51533,1661129847.48572,168,1661129847.48621,168,1661129847.48654,90,1661129847.51533,90
4814,0.021635055541992,1661129853.04621,1661129853.02457,168,1661129853.02535,168,1661129853.02557,90,1661129853.04621,114
4815,0.021597862243652,1661129858.62096,1661129858.59936,168,1661129858.60017,168,1661129858.60035,114,1661129858.62096,90
4816,0.039268016815186,1661129864.18789,1661129864.14862,168,1661129864.14899,168,1661129864.14913,90,1661129864.18789,90
4817,0.064067125320435,1661129869.74853,1661129869.68446,168,1661129869.68479,168,1661129869.68496,90,1661129869.74853,90
4818,0.032195091247559,1661129875.24459,1661129875.2124,168,1661129875.21298,168,1661129875.21341,90,1661129875.24459,90
4819,0.039308071136475,1661129880.7717,1661129880.73239,168,1661129880.73276,168,1661129880.73292,90,1661129880.7717,114
4820,0.00143313407898,1661129886.2464,1661129886.24496,168,1661129886.24561,168,1661129886.24581,90,1661129886.2464,90
4821,0.008960008621216,1661129891.81605,1661129891.80709,168,1661129891.80753,168,1661129891.80769,90,1661129891.81605,90
4822,0.043460845947266,1661129897.3744,1661129897.33094,168,1661129897.33139,168,1661129897.33152,114,1661129897.3744,90
4823,0.02383017539978,1661129902.90773,1661129902.8839,168,1661129902.88446,168,1661129902.88464,90,1661129902.90773,90
4824,0.037582874298096,1661129908.43314,1661129908.39556,168,1661129908.39603,168,1661129908.39617,90,1661129908.43314,90
4825,0.041593074798584,1661129913.96336,1661129913.92177,168,1661129913.92226,168,1661129913.92236,114,1661129913.96336,114
4826,0.022129058837891,1661129919.45946,1661129919.43733,168,1661129919.43838,168,1661129919.43863,90,1661129919.45946,90
4827,0.028479099273682,1661129924.97863,1661129924.95016,168,1661129924.95062,168,1661129924.95111,90,1661129924.97863,90
4828,0.05320405960083,1661129930.51987,1661129930.46667,168,1661129930.46729,168,1661129930.46746,90,1661129930.51987,90
4829,0.02608585357666,1661129936.0501,1661129936.02401,168,1661129936.02444,168,1661129936.02462,90,1661129936.0501,90
4830,0.004483938217163,1661129952.67605,1661129952.67157,168,1661129952.67194,168,1661129952.67236,90,1661129952.67605,90
4831,0.04977011680603,1661129958.27711,1661129958.22734,168,1661129958.2279,168,1661129958.22808,90,1661129958.27711,114
4832,0.012589931488037,1661129963.77652,1661129963.76393,168,1661129963.76466,168,1661129963.76483,90,1661129963.77652,90
4833,0.047338008880615,1661129969.3409,1661129969.29356,168,1661129969.29423,168,1661129969.29438,90,1661129969.3409,90
4834,0.051851034164429,1661129974.90421,1661129974.85236,168,1661129974.85274,168,1661129974.85308,90,1661129974.90421,90
4835,0.036146879196167,1661129980.43161,1661129980.39547,168,1661129980.3962,168,1661129980.39637,90,1661129980.43161,90
4836,0.046797037124634,1661129986.00798,1661129985.96119,168,1661129985.96172,168,1661129985.9619,90,1661129986.00798,90
4837,0.008484125137329,1661129991.51936,1661129991.51088,168,1661129991.51133,168,1661129991.51147,90,1661129991.51936,90
4838,0.052000999450684,1661129997.10325,1661129997.05125,168,1661129997.05184,168,1661129997.05189,138,1661129997.10325,90
4839,0.051519870758057,1661130002.64937,1661130002.59785,168,1661130002.59836,168,1661130002.5987,90,1661130002.64937,90
4840,0.040571928024292,1661130019.2808,1661130019.24023,168,1661130019.24067,168,1661130019.24084,90,1661130019.2808,90
4841,0.01144003868103,1661130024.83074,1661130024.8193,168,1661130024.81986,168,1661130024.82006,90,1661130024.83074,114
4842,0.042629957199097,1661130030.42507,1661130030.38244,168,1661130030.38312,168,1661130030.38334,90,1661130030.42507,114
4843,0.002778053283691,1661130035.94794,1661130035.94516,168,1661130035.94558,168,1661130035.94571,114,1661130035.94794,90
4844,0.024551153182983,1661130041.5441,1661130041.51955,168,1661130041.51997,168,1661130041.52009,114,1661130041.5441,90
4845,0.049936056137085,1661130047.12197,1661130047.07203,168,1661130047.07242,168,1661130047.07253,114,1661130047.12197,90
4846,0.02531099319458,1661130052.64623,1661130052.62092,168,1661130052.62127,168,1661130052.62138,114,1661130052.64623,90
4847,0.009336948394775,1661130058.19924,1661130058.1899,168,1661130058.19042,168,1661130058.19057,90,1661130058.19924,90
4848,0.011795043945313,1661130063.74589,1661130063.73409,168,1661130063.73467,168,1661130063.73479,114,1661130063.74589,90
4849,0.052693843841553,1661130069.36339,1661130069.31069,168,1661130069.31125,168,1661130069.31145,90,1661130069.36339,90
4850,0.02279806137085,1661130074.8743,1661130074.8515,168,1661130074.85199,168,1661130074.85212,114,1661130074.8743,90
4851,0.004438161849976,1661130080.3916,1661130080.38716,168,1661130080.38754,168,1661130080.38767,90,1661130080.3916,90
4852,0.011903047561646,1661130085.96118,1661130085.94928,168,1661130085.9497,168,1661130085.9498,138,1661130085.96118,90
4853,0.007369041442871,1661130091.50087,1661130091.49351,168,1661130091.49393,168,1661130091.49405,114,1661130091.50087,90
4854,0.050776958465576,1661130097.09775,1661130097.04697,168,1661130097.04796,168,1661130097.04811,114,1661130097.09775,90
4855,0.014765024185181,1661130102.61495,1661130102.60018,168,1661130102.60057,168,1661130102.60069,114,1661130102.61495,90
4856,0.02072286605835,1661130108.2158,1661130108.19508,168,1661130108.19552,168,1661130108.19565,114,1661130108.2158,90
4857,0.046633958816528,1661130113.7953,1661130113.74866,168,1661130113.74914,168,1661130113.74929,90,1661130113.7953,90
4858,0.015926837921143,1661130119.28517,1661130119.26925,168,1661130119.26978,168,1661130119.26996,90,1661130119.28517,90
4859,0.037118911743164,1661130124.80917,1661130124.77205,168,1661130124.77271,168,1661130124.77304,90,1661130124.80917,90
4860,0.048031091690064,1661130130.34334,1661130130.29531,168,1661130130.29583,168,1661130130.29597,114,1661130130.34334,90
4861,0.042642116546631,1661130135.84375,1661130135.80111,168,1661130135.80166,168,1661130135.80184,90,1661130135.84375,90
4862,0.023823022842407,1661130141.33123,1661130141.30741,168,1661130141.30862,168,1661130141.30883,90,1661130141.33123,114
4863,0.045793056488037,1661130146.87409,1661130146.8283,168,1661130146.82884,168,1661130146.82901,90,1661130146.87409,90
4864,0.009803056716919,1661130152.3942,1661130152.3844,168,1661130152.38502,168,1661130152.38518,90,1661130152.3942,90
4865,0.046762943267822,1661130157.95173,1661130157.90496,168,1661130157.90555,168,1661130157.90571,90,1661130157.95173,90
4866,0.027158975601196,1661130163.45189,1661130163.42473,168,1661130163.42524,168,1661130163.42536,114,1661130163.45189,114
